,area_type,availability,location,society,bath,balcony,price,Sqft_range_starts,Sqft_range_ends,Size,Flat_layout
273,2,Ready To Move,Sundara Nagar,Sodgere,2.0,1.0,110.0,900.0,900.0,2,1
274,3,Ready To Move,Kogilu,Sodgere,2.0,3.0,73.95,1664.0,1664.0,3,0
275,3,Ready To Move,Hegde Nagar,SoitaCa,3.0,2.0,132.0,2026.0,2026.0,3,0
276,3,Ready To Move,Balagere,Soestin,2.0,1.0,80.9,1210.0,1210.0,2,0
277,2,Ready To Move,Meenakunte,Sreat R,4.0,2.0,250.0,4111.0,4111.0,4,1
278,3,Ready To Move,Kadugodi,Alestrb,3.0,3.0,91.45,1762.0,1762.0,3,0
279,3,Ready To Move,Jigani,DLhtsen,3.0,3.0,55.0,1252.0,1252.0,3,0
280,0,Ready To Move,Gollarapalya Hosahalli,Mauner ,2.0,1.0,34.5,861.0,861.0,2,0
281,0,Ready To Move,7th Phase JP Nagar,Brnia G,2.0,1.0,100.0,1420.0,1420.0,3,0
282,2,Ready To Move,Srirampura,Brnia G,6.0,0.0,250.0,1450.0,1450.0,6,1
283,0,Ready To Move,Electronics City Phase 1,GaicaVe,3.0,1.0,78.8,1490.0,1490.0,3,0
284,3,Ready To Move,Bisuvanahalli,GaicaVe,2.0,1.0,46.0,1075.0,1075.0,3,0
285,3,18-Aug,Old Madras Road,Saesttt,2.0,2.0,94.0,1425.0,1425.0,3,0
286,0,Ready To Move,Kalena Agrahara,Nae 2El,2.0,1.0,40.0,1200.0,1200.0,2,0
287,3,Ready To Move,Kaggadasapura,Nae 2El,2.0,2.0,56.0,1280.0,1280.0,3,0
288,3,Ready To Move,Silver Springs Layout,Bhinglv,2.0,2.0,50.0,1084.0,1084.0,2,0
289,3,18-Jul,Chandapura,SunceEs,2.0,2.0,25.88,1015.0,1015.0,2,0
290,3,21-May,Kanakpura Road,GolusLi,2.0,1.0,51.25,1017.0,1017.0,2,0
291,3,Ready To Move,Haralur Road,GolusLi,2.0,2.0,44.0,1027.0,1027.0,2,0
292,3,Ready To Move,Electronic City Phase II,Coush W,2.0,2.0,45.0,1069.0,1069.0,2,0
293,3,Ready To Move,Hebbal,Prersis,2.0,1.0,98.2,1349.0,1349.0,2,0
294,3,Ready To Move,9th Phase JP Nagar,NaensGa,2.0,1.0,50.0,1005.0,1005.0,2,0
295,3,Ready To Move,Jakkur,Arzzo P,2.0,3.0,75.0,1417.0,1417.0,2,0
296,2,18-Jan,TC Palaya,Arzzo P,3.0,1.0,98.0,1475.0,1475.0,3,1
297,1,Ready To Move,Maruthi Sevanagar,SMikaay,2.0,2.0,47.0,950.0,950.0,2,0
298,3,Ready To Move,RMV 2nd Stage,Prave E,4.0,0.0,120.0,2000.0,2000.0,4,0
299,2,Ready To Move,Giri Nagar,Prave E,3.0,1.0,140.0,880.0,880.0,3,1
300,3,Ready To Move,Sarjapur  Road,Ahriaup,3.0,2.0,104.0,1863.0,1863.0,4,0
301,3,Ready To Move,Singasandra,Priewhi,2.0,1.0,29.5,1010.0,1010.0,2,0
302,3,Ready To Move,Kalena Agrahara,Shodsth,2.0,1.0,70.0,1425.0,1425.0,3,0
303,3,Ready To Move,Vijayanagar,Swadeh ,3.0,0.0,100.0,1450.0,1450.0,3,0
304,3,Ready To Move,Kothanur,Somumys,3.0,2.0,105.0,1847.0,1847.0,3,0
305,3,Ready To Move,AECS Layout,Soran U,2.0,3.0,45.0,1100.0,1100.0,2,0
306,3,20-Dec,Kanakpura Road,PrarePa,1.0,1.0,26.0,525.0,525.0,1,0
307,3,Ready To Move,Mallasandra,Puestig,3.0,2.0,95.0,1665.0,1665.0,3,0
308,3,Ready To Move,Begur,Prntsrt,4.0,3.0,65.0,1664.0,1664.0,4,0
309,3,Ready To Move,JP Nagar,Maerar ,3.0,3.0,150.0,1850.0,1850.0,3,0
310,3,Ready To Move,Panathur,Vaesh T,2.0,3.0,100.0,1438.0,1438.0,2,0
311,3,Ready To Move,Sunder Ram Shetty Nagar,MaisePa,3.0,3.0,115.0,1560.0,1560.0,3,0
312,3,18-Apr,Yelahanka,MaisePa,2.0,1.0,55.55,1350.0,1350.0,2,0
313,3,Ready To Move,Kanakpura Road,JRrnauv,3.0,3.0,67.0,1550.0,1550.0,3,0
314,3,18-Apr,Malleshpalya,JRrnauv,2.0,2.0,46.5,1140.0,1140.0,2,0
315,2,Ready To Move,Srirampura,JRrnauv,5.0,2.0,180.0,1200.0,1200.0,5,1
316,3,18-Dec,Kodathi,JRrnauv,2.0,2.0,27.0,850.0,850.0,2,0
317,3,Ready To Move,Whitefield,Gotis A,2.0,2.0,75.0,1280.0,1280.0,2,0
318,0,Ready To Move,Munnekollal,Gotis A,2.0,2.0,52.0,1170.0,1170.0,2,0
319,3,Ready To Move,Motappa Layout,Puodse ,2.0,1.0,51.0,1113.0,1113.0,2,0
320,3,Ready To Move,Hennur Road,Mileeou,2.0,1.0,83.09,1385.0,1385.0,2,0
321,3,18-Apr,Electronic City,Prarkun,2.0,1.0,65.0,1128.0,1128.0,2,0
322,2,Ready To Move,Marathahalli,Prarkun,2.0,2.0,128.0,1200.0,1200.0,2,1
323,2,Ready To Move,Akshaya Vana,Prarkun,4.0,3.0,165.0,1200.0,1200.0,4,1
324,3,Ready To Move,Rajaji Nagar,PhestOn,3.0,2.0,415.0,2390.0,2390.0,3,0
325,2,Ready To Move,Giri Nagar,PhestOn,4.0,1.0,400.0,2400.0,2400.0,4,1
326,3,Ready To Move,Haralur Road,NRowse ,3.0,2.0,56.0,1464.0,1464.0,3,0
327,3,Ready To Move,Manayata Tech Park,NRowse ,2.0,2.0,55.0,1200.0,1200.0,2,0
328,3,Ready To Move,Kaval Byrasandra,Abncy R,2.0,2.0,52.0,1200.0,1200.0,2,0
329,3,Ready To Move,Kaggalipura,Baowsig,2.0,1.0,55.0,1150.0,1150.0,3,0
330,0,Ready To Move,Basavanna Nagar,Itala A,3.0,2.0,95.0,1645.0,1645.0,3,0
331,3,20-Mar,Sarjapur  Road,Itala A,2.0,1.0,67.0,1000.0,1000.0,2,0
332,2,Ready To Move,Haralur Road,Itala A,4.0,2.0,198.0,2650.0,2650.0,4,1
333,3,Ready To Move,6th Phase JP Nagar,HMinebo,2.0,2.0,74.0,1192.0,1192.0,2,0
334,3,Ready To Move,Ulsoor,K borja,3.0,2.0,215.0,2135.0,2135.0,3,0
335,3,19-Dec,Whitefield,Oreldhi,2.0,1.0,58.0,1173.0,1173.0,2,0
336,0,Ready To Move,Uttarahalli,Sungspr,2.0,2.0,45.0,1020.0,1020.0,2,0
337,3,Ready To Move,Thigalarapalya,Prtanha,6.0,2.0,230.0,3122.0,3122.0,4,0
338,3,Ready To Move,Somasundara Palya,Prtanha,3.0,3.0,64.0,1600.0,1600.0,3,0
339,2,18-Mar,T.C PALYA,Prtanha,2.0,0.0,79.0,1200.0,1200.0,2,1
340,1,Ready To Move,Muneshwara Nagar,Prtanha,2.0,3.0,48.0,1230.0,1230.0,2,0
341,3,Ready To Move, Devarachikkanahalli,Clntsrt,2.0,2.0,40.0,1250.0,1250.0,2,0
342,3,Ready To Move,Kalena Agrahara,PuamaPa,2.0,2.0,76.0,1325.0,1325.0,2,0
343,0,Ready To Move,7th Phase JP Nagar,Brngsal,3.0,1.0,150.0,1850.0,1850.0,3,0
344,3,21-Dec,Kanakpura Road,PrarePa,3.0,1.0,21.53,525.0,525.0,1,0
345,3,Ready To Move,Basaveshwara Nagar,PrarePa,2.0,2.0,65.0,1200.0,1200.0,2,0
346,2,Ready To Move,Bull Temple Road,PrarePa,2.0,0.0,140.0,1350.0,1350.0,3,1
347,3,18-Jun,Bommasandra,SSestth,3.0,1.0,49.36,1260.0,1260.0,3,0
348,3,Ready To Move,Prashanth Nagar,Vancy R,3.0,0.0,150.0,1800.0,1800.0,3,0
349,2,18-Dec,Suragajakkanahalli,PrhyaK ,3.0,2.0,74.0,11.0,11.0,3,1
350,0,Ready To Move,Ardendale,Miwel M,2.0,1.0,43.25,1100.0,1100.0,2,0
351,3,Ready To Move,Harlur,SrEndPo,2.0,1.0,77.0,1508.0,1508.0,2,0
352,1,Ready To Move,Sampigehalli,Puens G,3.0,2.0,75.0,1592.0,1592.0,3,0
353,3,Ready To Move,Akshaya Nagar,SagasSa,2.0,3.0,57.0,1388.0,1388.0,2,0
354,3,18-May,Electronic City Phase II,SNbay G,1.0,1.0,28.35,630.0,630.0,1,0
355,2,Ready To Move,RMV,SNbay G,3.0,2.0,365.0,2000.0,2000.0,3,1
356,3,Ready To Move,Banashankari3rd stage bigbazar,SNbay G,3.0,1.0,125.0,1762.0,1762.0,3,0
357,3,21-Dec,Bagalur Main Road,SNbay G,2.0,2.0,50.0,950.0,950.0,2,0
358,3,Ready To Move,Kodihalli,Soianal,5.0,3.0,335.0,3252.0,3252.0,4,0
359,3,18-Aug,Magadi Road,Vrenty ,2.0,1.0,50.0,1116.0,1116.0,2,0
360,3,Ready To Move,Narayanapura,AriosHe,2.0,2.0,89.04,1308.0,1308.0,2,0
361,3,Ready To Move,MS Pallya,AriosHe,3.0,0.0,90.0,1200.0,1200.0,3,0
362,2,Ready To Move,Binny Mills Employees Colony,AriosHe,4.0,2.0,230.0,1500.0,1500.0,4,1
363,0,Ready To Move,Bannerghatta Road,AriosHe,1.0,1.0,18.5,500.0,500.0,1,0
364,3,Ready To Move,Hennur,SLureSi,2.0,1.0,52.0,1075.0,1075.0,2,0
365,3,18-Mar,Chandapura,Siissi ,1.0,0.0,11.66,530.0,530.0,1,0
366,0,Ready To Move,Bellandur,Siissi ,2.0,3.0,66.0,1205.0,1205.0,2,0
367,3,Ready To Move,5th Phase JP Nagar,Mangsr ,2.0,2.0,60.0,1075.0,1075.0,2,0
368,0,Ready To Move,KR Puram,HovasTe,2.0,2.0,39.0,930.0,930.0,2,0
369,3,Ready To Move,Balagere,Exncene,2.0,1.0,60.0,1380.0,1380.0,2,0
370,3,Ready To Move,Hebbal,Prersis,5.0,2.0,212.0,2483.0,2483.0,4,0
371,0,Ready To Move,Kodigehaali,Shyas S,2.0,2.0,55.0,1166.0,1166.0,2,0
372,3,Ready To Move,Bannerghatta Road,NadelCi,2.0,1.0,65.0,1050.0,1050.0,2,0
373,3,19-Mar,Gopalapura,Sothadr,3.0,2.0,275.0,2023.71,2023.71,3,0
374,3,Ready To Move,Begur Road,Dhalsh ,2.0,2.0,46.8,1200.0,1200.0,2,0
375,3,Ready To Move,Lakshminarayana Pura,Puarent,2.0,1.0,108.0,1600.0,1600.0,3,0
376,3,Ready To Move,Billekahalli,MaionPa,3.0,2.0,110.0,1935.0,1935.0,3,0
377,3,18-May,8th Phase JP Nagar,Maian M,1.0,0.0,29.9,451.0,451.0,1,0
378,3,Ready To Move,Electronic City,ShstaAl,3.0,2.0,95.0,1800.0,1800.0,3,0
379,3,18-May,Jalahalli,Shard T,3.0,0.0,77.0,1400.0,1400.0,3,0
380,3,Ready To Move,Hegde Nagar,SoitaCa,3.0,2.0,115.0,1801.0,1801.0,3,0
381,0,Ready To Move,Mahadevpura,Neagar ,2.0,2.0,90.0,1451.0,1451.0,2,0
382,2,19-Jan,Anekal,Neagar ,1.0,1.0,36.0,1200.0,1200.0,2,1
383,3,Ready To Move,Begur Road,Dhalsh ,2.0,2.0,44.0,1160.0,1160.0,2,0
384,0,Ready To Move,Kengeri,Dhalsh ,2.0,1.0,25.0,1000.0,1000.0,2,0
385,3,Ready To Move,Kanakpura Road,Wiowsri,2.0,1.0,40.0,950.0,950.0,2,0
386,0,20-Dec,"Hoodi Circle, ",Wiowsri,3.0,2.0,79.0,1629.0,1629.0,3,0
387,0,Ready To Move,Vijayanagar,Wiowsri,2.0,0.0,134.0,1580.0,1580.0,3,0
388,3,21-Jun,Vijayanagar,Saityat,3.0,2.0,121.0,1826.0,1826.0,3,0
389,0,Ready To Move,7th Phase JP Nagar,Eladero,2.0,1.0,94.0,1245.0,1245.0,2,0
390,3,Ready To Move,Raja Rajeshwari Nagar,Lancyey,2.0,2.0,45.79,1145.0,1145.0,2,0
391,3,Ready To Move,Sompura,Suiseit,2.0,1.0,33.0,825.0,825.0,2,0
392,3,18-Aug,Yeshwanthpur,Aroomba,3.0,3.0,108.0,1693.0,1693.0,3,0
393,3,Ready To Move,Electronics City Phase 1,Courf T,2.0,2.0,53.0,1113.27,1113.27,2,0
394,0,Ready To Move,Ashirvad Colony,VMowsea,2.0,1.0,58.0,1460.0,1460.0,2,0
395,0,Ready To Move,Doddathoguru,S onsMa,2.0,1.0,32.0,1050.0,1050.0,2,0
396,0,Ready To Move,Dodda Nekkundi,Tuentpa,2.0,2.0,55.0,1260.0,1260.0,2,0
397,3,Ready To Move,K N Extension,Tuentpa,3.0,2.0,120.0,700.0,700.0,6,0
398,0,Ready To Move,Hosur Road,Tovesee,2.0,1.0,120.0,1656.0,1656.0,2,0
399,3,Ready To Move,Chandapura,Vailsaf,3.0,1.0,45.0,1208.0,1208.0,3,0
400,3,Ready To Move,Whitefield,BrlisCo,3.0,2.0,161.0,1910.0,1910.0,3,0
401,3,Ready To Move,Whitefield,Haestt ,4.0,1.0,230.0,3252.0,3252.0,4,0
402,2,Ready To Move,Battarahalli,Haestt ,2.0,1.0,65.0,1200.0,1200.0,2,1
403,3,Ready To Move,Gokula Extension,Haestt ,4.0,1.0,175.0,1200.0,1200.0,4,0
404,3,Ready To Move,7th Phase JP Nagar,BriumMi,2.0,1.0,82.0,1175.0,1175.0,2,0
405,2,Ready To Move,Kamakshipalya,BriumMi,2.0,0.0,165.0,1000.0,1000.0,2,1
406,2,Ready To Move,Bannerghatta Road,BriumMi,2.0,0.0,125.0,1200.0,1200.0,4,1
407,3,Ready To Move,Rajaji Nagar,PhestOn,3.0,2.0,410.0,2390.0,2390.0,3,0
408,3,19-Jan,Rajaji Nagar,PhestOn,6.0,3.0,2200.0,12000.0,12000.0,7,0
409,2,Ready To Move,Sultan Palaya,PhestOn,1.0,1.0,62.0,550.0,550.0,2,1
410,3,Ready To Move,Kengeri,PhestOn,1.0,0.0,18.5,370.92744,370.92744,1,0
411,3,Ready To Move,Sanne Amanikere,Hoxiaa ,2.0,0.0,38.0,1185.0,1185.0,2,0
412,3,Ready To Move,Kengeri,VBvenal,2.0,1.0,38.0,750.0,750.0,2,0
413,2,Ready To Move,Mahalakshmi Layout,VBvenal,7.0,3.0,250.0,1200.0,1200.0,6,1
414,3,Ready To Move,Kanakpura Road,JRrnauv,3.0,3.0,64.5,1550.0,1550.0,3,0
415,0,Ready To Move,Amco Colony,Hoeatan,3.0,2.0,88.0,1760.0,1760.0,3,0
416,3,Ready To Move,Billekahalli,Asity S,2.0,2.0,62.0,1125.0,1125.0,2,0
417,2,Ready To Move,Nagarbhavi,Asity S,3.0,2.0,150.0,1350.0,1350.0,3,1
418,2,17-Dec,Anandapura,Asity S,2.0,1.0,55.0,1000.0,1000.0,2,1
419,0,18-Aug,Bommasandra Industrial Area,Asity S,2.0,2.0,31.48,1090.0,1090.0,2,0
420,2,Ready To Move,TC Palaya,Asity S,2.0,0.0,60.0,1200.0,1200.0,2,1
421,3,Ready To Move,Budigere,PrityTr,4.0,2.0,103.0,1991.0,1991.0,3,0
422,3,18-Oct,Bommasandra,DSoodil,2.0,1.0,26.5,1060.0,1060.0,2,0
423,3,Ready To Move,Ambalipura,SJarkte,2.0,1.0,75.0,1105.0,1105.0,2,0
424,0,Ready To Move,Hoodi,Dhgraas,2.0,2.0,67.0,985.0,985.0,2,0
425,2,Ready To Move,Chandapura,Dhgraas,5.0,3.0,85.0,1533.0,1533.0,6,1
426,3,17-Jul,Balagere,HiqueMa,3.0,2.0,79.0,1590.0,1590.0,3,0
427,3,Ready To Move,CV Raman Nagar,Srshq T,2.0,2.0,55.0,1120.0,1120.0,2,0
428,3,Ready To Move,Samethanahalli,SPontna,2.0,1.0,55.0,1069.0,1069.0,2,0
429,3,Ready To Move,Marathahalli,Prionad,3.0,2.0,140.0,1933.0,1933.0,3,0
430,0,16-Mar,Hosur Road,PuendWe,2.0,0.0,69.0,1194.0,1194.0,2,0
431,3,Ready To Move,Brookefield,Danna S,2.0,3.0,69.0,1150.0,1150.0,2,0
432,3,Ready To Move,Yelenahalli,Danna S,2.0,2.0,47.12,1240.0,1240.0,2,0
433,3,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2.0,2.0,48.1,1419.0,1419.0,2,0
434,2,Ready To Move,7th Phase JP Nagar,GrrvaGr,8.0,2.0,250.0,1200.0,1200.0,8,1
435,3,Ready To Move,Richmond Town,Bltonin,4.0,2.0,240.0,2150.0,2150.0,3,0
436,3,Ready To Move,Suddaguntepalya,MSanaer,3.0,2.0,55.0,1450.0,1450.0,3,0
437,3,18-Jul,Udayapur Village,Plowsri,3.0,2.0,68.29,1630.0,1630.0,3,0
438,3,Ready To Move,Dasanapura,Tavenew,1.0,1.0,40.0,708.0,708.0,2,0
439,2,Ready To Move,Kasavanhalli,Tavenew,4.0,3.0,110.0,1000.0,1000.0,3,1
440,2,Ready To Move,Whitefield,Tavenew,4.0,3.0,700.0,11890.0,11890.0,4,1
441,3,Ready To Move,Bellandur,Ocavees,2.0,1.0,76.0,1250.0,1250.0,2,0
442,3,Ready To Move,7th Phase JP Nagar,Brnia G,2.0,1.0,95.0,1400.0,1400.0,3,0
443,3,Ready To Move,Sarjapur  Road,Brnia G,2.0,3.0,57.0,1670.0,1670.0,3,0
444,3,Ready To Move,Ardendale,SoystAm,3.0,2.0,100.0,1750.0,1750.0,3,0
445,3,Ready To Move,Vittasandra,Prlla C,2.0,1.0,71.0,1404.0,1404.0,2,0
446,3,Ready To Move,Hoodi,SMaxyay,2.0,2.0,95.0,1715.0,1715.0,3,0
447,0,18-Apr,Electronic City,Prarkun,1.0,1.0,34.65,630.0,630.0,1,0
448,3,Ready To Move,Harlur,SosicCl,3.0,2.0,135.0,1752.12,1752.12,3,0
449,3,Ready To Move,Hulimavu,SosicCl,3.0,2.0,78.0,1650.0,1650.0,3,0
450,3,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2.0,1.0,55.47,1295.0,1295.0,2,0
451,2,Ready To Move,Giri Nagar,Bancyri,3.0,2.0,252.0,1800.0,1800.0,3,1
452,3,18-Sep,Sarjapur  Road,PualeSk,2.0,1.0,74.03,1346.0,1346.0,2,0
453,2,Ready To Move,Thippasandra,PualeSk,4.0,2.0,200.0,1200.0,1200.0,4,1
454,3,Ready To Move,Hormavu,ElavuHo,2.0,2.0,55.0,1150.0,1150.0,2,0
455,0,Ready To Move,Chikkabidarakallu,Gontyol,4.0,3.0,325.0,3309.0,3309.0,4,1
456,3,18-May,Chandapura,SunceEs,2.0,2.0,30.35,1190.0,1190.0,3,0
457,3,Ready To Move,AECS Layout,DSutyng,3.0,2.0,98.0,1620.0,1620.0,3,0
458,3,18-Apr,Marathahalli,DSutyng,2.0,1.0,46.96,950.0,950.0,2,0
459,3,Ready To Move,1 Giri Nagar,Bancyri,9.0,3.0,360.0,5000.0,5000.0,11,0
460,3,Ready To Move,Harlur,SrEndPo,3.0,0.0,120.0,2450.0,2450.0,3,0
461,3,18-May,Electronic City Phase II,Sryalan,2.0,1.0,35.23,1220.0,1220.0,3,0
462,3,Ready To Move,Hoysalanagar,RKntsrt,2.0,1.0,30.0,850.0,850.0,2,0
463,0,Ready To Move,Padmanabhanagar,RKntsrt,2.0,2.0,63.0,1020.0,1020.0,2,0
464,0,Ready To Move,Chikkalasandra,RKntsrt,2.0,2.0,50.0,1100.0,1100.0,2,0
465,3,Ready To Move,Defence Colony,Vantspa,2.0,2.0,126.0,1150.0,1150.0,2,0
466,3,18-Dec,Hebbal,Mahosya,2.0,2.0,130.0,1760.0,1760.0,3,0
467,3,Ready To Move,Ambalipura,Mahosya,3.0,3.0,110.0,1800.0,1800.0,3,0
468,3,Ready To Move,Akshaya Nagar,Mahosya,2.0,1.0,54.0,1070.0,1070.0,2,0
469,2,Ready To Move,2nd Stage Nagarbhavi,Mahosya,4.0,2.0,220.0,1500.0,1500.0,4,1
470,2,Ready To Move,Vidyaranyapura,Mahosya,2.0,0.0,95.0,1440.0,1440.0,2,1
471,3,Ready To Move,Amruthahalli,Prowsi ,2.0,1.0,40.0,900.0,900.0,2,0
472,0,Ready To Move,ITI Employees Layout,Prowsi ,4.0,1.0,230.0,1200.0,1200.0,4,0
473,3,18-May,Whitefield,SMuilan,2.0,1.0,42.16,1130.0,1130.0,2,0
474,3,Ready To Move,Koramangala,Proodt ,2.0,1.0,165.0,1320.0,1320.0,2,0
475,3,19-Jun,Kodigehalli,Proodt ,2.0,1.0,98.0,1270.0,1270.0,2,0
476,0,Ready To Move,Patelappa Layout,Sryamar,2.0,1.0,62.0,1200.0,1200.0,2,0
477,3,Ready To Move,Ring Road Nagarbhavi,Sryamar,4.0,1.0,235.0,4800.0,4800.0,4,0
478,3,Ready To Move,NS Palya,Sryamar,2.0,1.0,74.0,1200.0,1200.0,2,0
479,3,Ready To Move,Subramanyapura,Prldsri,2.0,0.0,50.17,929.0,929.0,2,0
480,0,Ready To Move,RMV 2nd Stage,LiaveEn,4.0,2.0,260.0,1150.0,1150.0,4,0
481,2,Ready To Move,Basavangudi,LiaveEn,4.0,3.0,180.0,1125.0,1125.0,4,1
482,2,Ready To Move,Kenchenahalli,LiaveEn,3.0,2.0,65.0,500.0,500.0,5,1
483,2,Ready To Move,3rd Block Hrbr Layout,Bemesrm,5.0,2.0,190.0,1200.0,1200.0,5,1
484,3,Ready To Move,KUDLU MAIN ROAD,Bemesrm,3.0,2.0,56.0,1464.0,1464.0,3,0
485,3,Ready To Move,7th Phase JP Nagar,Bemesrm,4.0,3.0,400.0,3600.0,3600.0,4,0
486,2,Ready To Move,Bank Avenue,Bemesrm,4.0,2.0,99.0,2000.0,2000.0,4,1
487,3,Ready To Move,Chikkalasandra,Bemesrm,2.0,1.0,49.0,1208.0,1208.0,2,0
488,3,Ready To Move,Hebbal Kempapura,Vrensn ,2.0,2.0,60.0,1130.0,1130.0,2,0
489,3,Ready To Move,Surabhi Layout,VDdonel,3.0,2.0,120.0,1753.0,1753.0,3,0
490,3,Ready To Move,Old Madras Road,Brica E,7.0,3.0,337.0,4500.0,4500.0,5,0
491,2,Ready To Move,Banjara Layout,Brica E,3.0,2.0,58.0,600.0,600.0,3,1
492,3,22-Jun,Hoodi,GoAirej,2.0,2.0,94.42,1196.0,1196.0,2,0
493,0,Ready To Move,5th Phase JP Nagar,Prenty ,3.0,3.0,52.5,1150.0,1150.0,2,0
494,3,18-Apr,Electronic City,Prarkun,2.0,1.0,63.0,1128.0,1128.0,2,0
495,3,Ready To Move,Omkar Nagar,Shinei ,2.0,1.0,53.0,1000.0,1000.0,2,0
496,3,Ready To Move,Yelahanka,Apows M,2.0,1.0,45.0,1035.0,1035.0,2,0
497,0,Ready To Move,Kereguddadahalli,Apows M,2.0,1.0,32.0,950.0,950.0,2,0
498,3,Ready To Move,Bisuvanahalli,Prityel,2.0,1.0,36.0,1075.0,1075.0,3,0
499,3,Ready To Move,Whitefield,SVineun,2.0,1.0,48.5,1040.0,1040.0,2,0
500,2,17-Oct,Maragondanahalli,SVineun,2.0,1.0,45.0,720.0,720.0,2,1
501,3,Ready To Move,Lingadheeranahalli,Soiewre,3.0,1.0,95.0,1511.0,1511.0,3,0
502,0,Ready To Move,Silk Board,Soiewre,3.0,1.0,58.0,1300.0,1300.0,3,0
503,3,19-Dec,Hoodi,Caycend,3.0,1.0,68.75,1545.0,1545.0,3,0
504,0,Ready To Move,Shampura,Caycend,2.0,0.0,26.0,375.0,375.0,1,0
505,3,Ready To Move,Vidyaranyapura,Caycend,2.0,3.0,38.0,1062.0,1062.0,2,0
506,3,Ready To Move,Kada Agrahara,Caycend,2.0,1.0,40.0,1115.0,1115.0,2,0
507,3,Ready To Move,JP Nagar,DSvvyx ,2.0,1.0,35.0,1000.0,1000.0,2,0
508,3,17-May,Kambipura,Prrtht ,2.0,1.0,45.0,883.0,883.0,2,0
509,3,19-Apr,Sarjapur  Road,Brareio,2.0,1.0,70.0,1195.0,1195.0,2,0
510,2,Ready To Move,BHEL Layout,Brareio,3.0,1.0,165.0,1200.0,1200.0,4,1
511,0,Ready To Move,Medahalli,Brareio,1.0,0.0,41.0,700.0,700.0,1,1
512,3,Ready To Move,Vittasandra,Prlla C,2.0,1.0,67.0,1246.0,1246.0,2,0
513,2,Ready To Move,8th Phase JP Nagar,Prlla C,4.0,2.0,90.0,660.0,660.0,4,1
514,2,Ready To Move,Banashankari Stage III,Prlla C,4.0,2.0,145.0,8500.0,8500.0,4,1
515,3,Ready To Move,Kashi Nagar,Prlla C,4.0,1.0,80.0,1600.0,1600.0,4,0
516,3,18-Dec,Haralur Road,SNnia E,5.0,3.0,154.0,2805.0,2805.0,4,0
517,3,Ready To Move,Begur Road,SNnia E,3.0,3.0,65.0,1584.0,1584.0,3,0
518,2,Ready To Move,Sector 7 HSR Layout,SNnia E,5.0,1.0,275.0,3000.0,3000.0,4,1
519,0,Ready To Move,Hosur Road,SNnia E,2.0,2.0,48.0,1175.0,1175.0,3,0
520,0,19-Jul,"Yemlur, Old Airport Road, ",SNnia E,3.0,2.0,115.0,1595.0,1595.0,3,0
521,3,Ready To Move,VHBCS Layout,OlarkLa,2.0,2.0,110.0,1353.0,1353.0,2,0
522,3,18-Apr,Electronic City,Prarkun,3.0,2.0,125.0,1599.0,1599.0,3,0
523,3,Ready To Move,Whitefield,SuMTBPr,2.0,1.0,70.0,1150.0,1150.0,2,0
524,3,17-Dec,Jakkur,Lecco C,6.0,1.0,465.0,5230.0,5230.0,4,0
525,3,Ready To Move,KR Puram,Jahidva,2.0,2.0,42.74,1155.0,1155.0,2,0
526,0,Ready To Move,Ittamadu,Jahidva,2.0,0.0,85.0,1200.0,1200.0,1,0
527,3,18-Jul,Electronic City Phase II,Jahidva,2.0,1.0,25.0,1000.0,1000.0,2,0
528,3,Ready To Move,Thanisandra,Jahidva,4.0,1.0,120.0,3000.0,3000.0,4,0
529,0,Ready To Move,Rajiv Nagar,PuoodSk,3.0,1.0,160.0,1867.0,1867.0,3,0
530,3,18-Jun,Ramagondanahalli,ViistLa,2.0,1.0,47.0,1251.0,1251.0,2,0
531,3,18-Apr,Gattahalli,Arano M,2.0,1.0,45.5,1028.0,1028.0,2,0
532,3,Ready To Move,Arekere,Amngsag,2.0,2.0,45.0,1222.0,1222.0,2,0
533,3,Ready To Move,Bannerghatta Road,SNity S,2.0,1.0,66.0,1170.0,1170.0,3,0
534,3,Ready To Move,Hebbal,Kacesh ,4.0,1.0,245.0,2400.0,2400.0,3,0
535,3,Ready To Move,Ramanjaneyanagar,Kacesh ,2.0,2.0,48.48,1385.0,1385.0,3,0
536,3,Ready To Move,HSR Layout,SrisePo,2.0,1.0,68.0,1372.0,1372.0,2,0
537,3,Ready To Move,Magadi Road,Bilya A,2.0,2.0,49.0,1282.0,1282.0,3,0
538,3,Ready To Move,Mico Layout,Amsomun,9.0,3.0,210.0,5000.0,5000.0,9,0
539,0,Ready To Move,7th Block Jayanagar,Amsomun,3.0,1.0,528.0,3000.0,3000.0,5,1
540,3,Ready To Move,Kanakpura Road,Shdhia ,2.0,1.0,39.73,1135.0,1135.0,2,0
541,0,20-Dec,Whitefield,Shdhia ,3.0,2.0,101.0,1768.0,1768.0,3,0
542,0,Ready To Move,Byatarayanapura,Foconna,2.0,1.0,90.0,1325.0,1325.0,3,0
543,3,18-Apr,Electronic City,Prarkun,3.0,2.0,99.0,1599.0,1599.0,3,0
544,2,18-Mar,Whitefield,Prarkun,3.0,1.0,61.95,1500.0,1500.0,3,1
545,2,Ready To Move,2nd Phase JP Nagar,Prarkun,3.0,0.0,499.0,2610.0,2610.0,3,1
